"",""SRR349743"",""SRR349744"",""SRR349745"",""SRR349746"",""SRR349747"",""SRR349748"",""SRR349749"",""SRR349750"",""SRR349751"",""SRR349752""
LOC105369632,0,0,0,0,0,0,0,0,0,0
RPL13P5,1,0,0,0,0,0,0,0,0,0
DSTNP2,14,0,2,0,1,0,5,0,0,0
LRRC23,15,2,0,0,1,0,5,0,0,0
ENO2,387,7,7,2,6,0,39,1,0,0
LOC124902868,181,4,0,0,2,0,17,0,0,0
ATN1,290,5,10,8,4,6,60,2,1,0
C12orf57,97,0,1,3,2,1,31,0,0,0
RNU7-1,5,0,0,0,0,1,1,0,0,0
PTPN6,149,1,4,5,12,0,71,3,3,0
LOC105369634,4,0,0,0,0,0,0,0,0,0
MIR200CHG,20,1,1,0,0,0,5,0,0,0
MIR200C,0,0,0,0,0,0,0,0,0,0
MIR141,0,0,0,0,0,0,1,0,0,0
PHB2,518,9,25,31,12,15,288,8,1,2
SCARNA12,507,15,20,32,10,35,481,15,11,5
EMG1,200,6,8,7,5,1,60,1,1,0
LPCAT3,222,7,7,8,5,1,81,0,1,0
C1S,657,19,21,15,28,6,51,1,6,0
C1R,428,6,13,13,12,3,50,2,0,0
C1RL,111,3,0,3,1,2,13,0,0,0
C1RL-AS1,24,0,2,0,0,2,3,0,0,0
RBP5,6,0,0,0,0,0,0,0,0,0
CLSTN3,186,3,4,0,1,1,9,0,0,0
LOC124902869,0,0,0,0,0,0,0,0,0,0
PEX5,59,2,2,1,0,1,25,0,1,0
ACSM4,0,0,0,0,0,0,0,0,0,0
CD163L1,7,0,0,1,0,0,1,0,0,0
LOC101927882,0,0,0,0,0,0,0,0,0,0
CD163,56,1,3,6,10,0,4,0,0,0
LOC124902870,2,0,0,1,1,0,0,0,0,0
APOBEC1,0,0,0,0,0,0,0,0,0,0
GDF3,0,0,0,0,0,0,0,0,0,0
DPPA3,0,0,0,0,0,0,0,0,0,0
CLEC4C,0,0,0,0,0,0,0,0,0,0
NANOGNB,0,0,0,0,0,0,0,0,0,0
NANOG,0,0,0,0,0,0,0,0,0,0
SLC2A14,34,0,1,0,1,0,1,0,0,0
SLC2A3,37,3,5,2,4,0,7,0,0,0
LOC124902871,6,2,0,0,1,0,0,0,0,0
FOXJ2,131,2,3,3,4,1,30,1,0,0
C3AR1,32,0,0,0,4,0,10,0,0,0
NECAP1,80,0,2,2,2,1,8,0,0,0
CLEC4A,5,0,1,2,0,0,4,0,0,0
POU5F1P3,1,0,0,0,0,0,0,0,0,0
ZNF705A,0,0,0,0,0,0,0,0,0,0
FAM66C,4,0,0,0,0,0,0,0,0,0
FAM90A1,4,0,0,0,0,0,0,0,0,0
FAM86FP,3,0,1,0,0,0,6,0,0,0
LINC02449,2,0,0,0,0,0,2,0,0,0
LOC112268090,1,0,1,0,0,0,0,0,0,0
LOC107987171,0,0,0,0,0,0,2,0,0,0
LINC00937,0,0,0,0,0,0,0,0,0,0
CLEC6A,0,0,0,0,0,0,0,0,0,0
CLEC4D,0,0,0,0,0,0,0,0,0,0
CLEC4E,2,0,0,0,1,0,0,0,0,0
LOC124902872,0,0,0,0,0,0,0,0,0,0
LOC105369645,0,0,0,0,0,0,0,0,0,0
LOC124900334,0,0,0,0,0,0,0,0,0,0
AICDA,0,0,0,0,0,0,0,0,0,0
MFAP5,153,3,8,4,4,0,1,0,0,0
RIMKLB,70,2,7,4,1,1,7,0,0,0
A2ML1-AS1,2,0,0,0,0,0,1,0,0,0
LINC02972,0,0,0,1,0,2,4,0,0,0
A2ML1,325,1,20,29,7,192,5654,119,156,95
PHC1,221,6,8,11,7,2,70,3,1,1
M6PR,782,13,27,31,20,7,212,5,6,1
KLRG1,6,0,0,0,0,0,8,0,0,0
LINC00612,3,0,0,0,0,0,0,0,0,0
A2M-AS1,18,1,1,0,1,0,5,0,0,0
A2M,619,22,36,19,33,6,107,3,2,1
PZP,10,2,1,0,1,0,3,0,0,0
A2MP1,0,1,0,0,0,0,0,0,0,0
MIR1244-3,9,0,1,3,1,0,1,0,0,0
LINC00987,9,1,0,0,0,1,0,0,0,0
LOC642846,20,0,0,0,0,0,2,0,0,0
LOC105369649,0,0,0,0,0,0,0,0,0,0
LINC02367,1,0,0,0,0,0,0,0,0,0
LOC101928030,0,0,0,0,0,0,0,0,0,0
LOC728715,1,0,0,0,0,0,0,0,0,1
LOC105369647,0,0,0,0,0,0,0,0,0,0
DDX12P,8,0,0,0,0,0,2,0,0,0
LOC124902873,0,0,0,0,0,0,0,0,0,0
OVOS1P,4,0,1,0,0,0,1,0,0,0
KLRB1,0,0,0,0,1,1,13,0,1,0
LOC374443,22,0,1,1,2,0,11,0,0,0
LOC105369728,0,0,0,0,0,0,0,0,0,0
CLEC2D,25,2,0,1,1,1,27,0,0,0
CLECL1,0,2,0,0,0,0,0,0,0,0
LINC02390,0,0,0,0,0,0,0,0,0,0
CD69,5,1,1,0,1,0,33,0,0,0
KLRF1,3,0,0,0,0,1,3,0,0,0
CLEC2B,49,0,0,2,0,2,113,1,3,0
CLEC2A,0,0,0,0,0,0,1,0,0,0
KLRF2,0,0,0,0,0,0,0,0,0,0
LINC02470,1,0,0,0,0,0,0,0,0,0
CLEC12A-AS1,0,0,0,0,0,0,0,0,0,0
CLEC12A,1,0,0,0,1,0,1,0,0,0
LOC124902874,0,0,1,0,0,0,0,0,0,0
CLEC1B,1,0,0,0,0,0,0,0,0,0
CLEC12B,1,0,0,0,0,0,0,0,0,0
LOC102724020,1,0,0,0,0,0,0,0,0,0
CLEC9A,0,0,0,0,0,0,3,0,0,0
CLEC1A,4,0,0,1,0,0,4,0,0,0
LOC105369655,0,0,0,0,0,0,0,0,0,0
CLEC7A,41,1,0,2,1,0,17,0,0,0
OLR1,237,0,2,1,0,0,0,0,0,0
TMEM52B,96,0,0,0,0,0,1,0,0,0
GABARAPL1,149,3,6,2,2,2,18,0,0,0
GABARAPL1-AS1,7,0,0,0,0,0,2,0,0,0
KLRD1,2,1,0,0,1,0,5,0,0,0
LOC124902875,0,0,0,0,0,0,0,0,0,0
LOC105369656,0,0,0,0,0,0,0,0,0,0
LINC02617,0,0,0,0,0,0,0,0,0,0
LINC02598,1,0,0,0,0,0,3,0,0,0
KLRK1-AS1,19,2,0,1,1,0,2,0,0,0
KLRC4-KLRK1,2,0,0,1,1,0,8,2,0,0
KLRK1,2,0,0,1,1,0,12,2,1,0
KLRC4,0,0,0,0,0,0,1,0,0,0
KLRC3,0,0,0,0,0,0,1,0,0,0
KLRC2,0,0,0,0,0,0,3,0,0,0
KLRC1,0,0,0,0,1,0,3,0,0,0
LOC105369657,0,0,0,0,0,0,1,0,0,0
EIF2S3B,75,5,4,20,6,1,89,0,1,2
LOC105369658,0,0,0,0,0,0,0,0,0,0
LINC02446,0,0,0,1,0,0,8,0,0,0
LOC105376675,0,0,0,0,0,0,0,0,0,0
KLRA1P,4,0,0,0,0,0,1,0,0,0
MAGOHB,52,1,7,3,1,0,24,0,0,0
STYK1,37,1,1,4,1,1,66,0,1,1
YBX3,300,8,12,19,8,21,419,5,9,7
LOC124902876,37,0,0,0,0,4,38,0,3,0
LOC112268104,0,0,0,0,0,0,0,0,0,0
LINC02366,0,0,0,0,0,0,0,0,0,0
TAS2R7,0,0,0,0,0,0,0,0,0,0
TAS2R8,0,0,0,0,0,0,0,0,0,0
TAS2R9,0,0,0,0,0,0,0,0,0,0
TAS2R10,0,0,0,0,0,0,0,0,0,0
PRH1-PRR4,14,1,0,0,0,1,1,0,0,0
PRR4,0,0,0,0,0,0,0,0,0,0
PRH1,14,1,0,0,0,1,1,0,0,0
TAS2R13,1,0,0,0,0,0,0,0,0,0
PRH2,0,0,0,0,0,0,0,0,0,0
PRH1-TAS2R14,16,1,0,0,0,1,1,0,0,0
TAS2R14,4,0,0,0,0,0,0,0,0,0
TAS2R50,1,0,0,0,0,0,0,0,0,0
TAS2R20,3,0,0,0,0,0,0,0,0,0
TAS2R19,0,0,0,0,0,0,1,0,0,0
TAS2R31,0,0,0,0,0,0,0,0,0,0
TAS2R46,0,0,0,0,0,0,0,0,0,0
TAS2R43,1,0,0,0,0,0,1,0,0,0
TAS2R30,0,0,0,0,0,0,0,0,0,0
SMIM10L1,53,1,1,1,1,1,4,1,0,0
TAS2R42,0,0,0,0,0,0,0,0,0,0
LOC107987435,47,0,1,0,0,0,1,0,0,0
PRB3,1,0,0,0,0,0,0,0,0,0
PRB4,1,0,0,0,0,0,0,0,0,0
PRB1,0,0,0,0,0,0,0,0,0,0
PRB2,0,0,0,1,0,0,0,0,0,0
LOC124902878,3,0,0,0,0,0,0,0,0,0
LOC440084,0,0,0,0,0,0,0,0,0,0
LOC124902877,0,0,0,0,0,0,0,0,0,0
LINC01252,1,0,0,0,0,0,0,0,0,0
ETV6,182,5,6,4,4,5,65,1,2,1
LOC124902879,19,0,0,1,0,2,4,0,0,0
BCL2L14,2,0,0,0,0,0,0,0,0,0
MIR1244-4,10,0,0,0,1,0,1,0,0,0
LRP6,123,1,8,5,4,0,10,0,0,0
MANSC1,40,3,5,6,0,6,132,1,3,2
LOH12CR2,2,0,0,0,0,0,0,0,0,0
BORCS5,26,1,0,0,0,0,4,0,0,0
DUSP16,133,2,7,2,5,4,73,0,5,0
LOC107984486,0,0,0,0,0,0,0,0,0,0
CREBL2,181,2,2,7,9,7,68,0,1,0
LOC124902880,0,0,0,0,0,0,0,0,0,0
GPR19,0,0,0,0,0,0,0,0,0,0
CDKN1B,63,1,1,3,5,2,26,0,2,0
LOC105369663,1,0,0,0,0,0,3,0,0,0
APOLD1,43,1,6,2,2,0,13,1,0,0
MIR613,0,0,0,0,0,0,0,0,0,0
DDX47,201,4,22,13,3,3,84,1,0,0
RPL13AP20,167,10,6,9,3,8,279,5,7,2
LOC124902881,1,0,0,0,0,0,0,0,0,0
GPRC5A,578,5,25,42,5,45,238,8,30,26
MIR614,2,0,0,0,0,1,0,0,0,0
GPRC5D-AS1,46,1,2,1,1,1,12,0,0,0
GPRC5D,7,3,1,1,0,0,0,0,0,0
LOC124903100,0,0,0,0,0,0,0,0,0,0
HEBP1,150,1,4,2,5,3,82,3,1,1
HTR7P1,34,0,1,0,0,0,15,0,1,0
FAM234B,85,1,3,0,3,0,12,0,0,1
GSG1,0,0,0,0,0,0,0,0,0,0
LOC105369666,0,0,0,0,0,0,0,0,0,0
LOC124902882,0,0,0,0,0,0,0,0,0,0
EMP1,371,10,78,7,12,169,7311,94,210,103
LINC01559,2,0,1,20,0,0,63,0,3,0
GRIN2B,0,0,0,0,0,0,0,0,0,0
LOC105369668,0,0,0,0,0,0,0,0,0,0
LOC105369667,0,0,0,0,0,0,0,0,0,0
LOC124902883,0,0,0,0,0,0,0,0,0,0
LOC124902884,9,0,2,0,0,0,5,0,0,0
ATF7IP,451,16,31,21,22,11,341,10,5,6
PLBD1,252,5,6,9,3,7,300,1,4,3
PLBD1-AS2,33,2,1,2,0,0,40,0,0,1
PLBD1-AS1,14,0,1,0,0,0,18,1,0,0
GUCY2C,9,0,2,0,0,0,11,1,1,1
GUCY2C-AS1,5,0,0,0,0,0,7,0,0,0
LOC105369669,4,0,1,0,0,0,5,0,0,0
H4C16,112,5,8,7,14,10,105,2,1,2
H2AJ,42,1,3,2,1,3,38,1,0,0
WBP11,132,7,13,10,14,1,50,1,1,0
C12orf60,12,0,0,1,1,1,3,0,0,0
SMCO3,0,0,0,0,0,0,0,0,0,0
ART4,0,0,0,0,0,0,0,0,0,0
MGP,154,1,6,2,2,0,8,0,0,0
LOC124902885,1,0,0,0,0,0,0,0,0,0
ERP27,1,0,0,1,0,0,1,0,0,0
ARHGDIB,30,0,5,4,1,0,29,0,1,1
PDE6H,0,0,0,0,0,0,0,0,0,0
LINC01489,0,0,0,0,0,0,0,0,0,0
RERG,2,1,1,1,0,0,4,0,0,0
RERG-IT1,0,0,0,0,0,0,0,0,0,0
RERG-AS1,0,0,0,0,0,0,0,0,0,0
LOC124902887,3,0,0,0,0,0,0,0,0,0
LOC124902886,0,0,0,0,0,0,0,0,0,0
LOC105369673,0,1,0,0,0,0,0,0,0,0
PTPRO,11,0,1,0,1,0,2,0,0,0
LOC105369672,0,0,0,0,0,0,0,0,0,0
EPS8,167,7,7,3,1,0,20,0,1,0
LOC102724146,0,0,0,0,0,0,0,0,0,0
STRAP,296,7,18,10,5,3,63,0,1,1
DERA,307,9,10,16,10,7,212,3,5,0
LOC101928362,0,0,0,0,0,0,0,0,0,0
SLC15A5,0,0,0,0,0,0,0,0,0,0
MGST1,26,1,0,0,0,3,73,0,0,3
LMO3,8,0,0,0,0,0,0,0,0,0
LOC105369677,0,0,0,0,0,0,0,0,0,0
SKP1P2,42,1,3,6,4,2,134,3,2,0
LINC02378,0,0,0,0,0,0,0,0,0,0
LOC124902888,0,0,0,0,0,0,0,0,0,0
LOC124902889,0,0,0,0,0,0,0,0,0,0
MIR3974,0,0,0,0,0,0,0,0,0,0
RERGL,0,0,0,0,0,0,0,0,0,0
PIK3C2G,88,1,0,1,1,3,39,4,0,0
LOC124902890,0,0,0,0,0,0,1,0,0,0
LOC124902891,1,0,0,0,0,0,0,0,0,0
PLCZ1,6,0,0,0,0,0,0,0,0,0
CAPZA3,0,0,0,0,0,0,0,0,0,0
LOC102724227,0,0,0,0,0,0,0,0,0,0
LOC107984527,0,0,0,0,0,0,0,0,0,0
PLEKHA5,265,4,15,6,3,0,85,4,1,0
LOC124902892,0,0,0,0,0,0,0,0,0,0
AEBP2,230,6,9,5,2,2,55,1,2,1
LOC101928387,1,0,0,0,0,0,2,0,0,0
LOC105369682,0,0,0,0,0,0,0,0,0,0
LINC02398,0,0,0,0,0,0,0,0,0,0
LOC124902893,1,0,0,0,0,0,0,0,0,0
LOC105369685,0,0,0,0,0,0,0,0,0,0
LINC02468,0,0,0,0,0,0,0,0,0,0
LOC105369686,0,0,0,0,0,0,0,0,0,0
LOC105369687,0,0,0,0,0,0,0,0,0,0
LOC105369688,0,0,0,0,0,0,0,0,0,0
PDE3A-AS1,2,0,0,0,0,0,0,0,0,0
PDE3A,73,1,5,6,2,0,2,0,0,0
SLCO1C1,1,0,0,0,0,0,0,0,0,0
SLCO1B3,0,5,3,9,6,0,0,0,0,0
SLCO1B3-SLCO1B7,0,4,3,9,5,0,0,0,0,0
LOC124902894,0,1,0,0,1,0,0,0,0,0
SLCO1B1,0,0,0,0,0,0,0,0,0,0
LOC124902895,0,0,0,0,0,0,0,0,0,0
SLCO1A2,42,3,1,2,0,0,0,0,0,0
IAPP,0,1,0,0,0,0,0,0,0,0
PYROXD1,142,1,12,5,2,1,247,2,4,8
RECQL,362,2,16,7,1,2,336,4,8,13
GOLT1B,524,13,9,9,6,2,91,3,3,0
SPX,0,0,0,0,0,0,0,0,0,0
GYS2,0,0,0,0,0,4,256,3,2,2
LOC124902896,0,0,0,0,0,0,16,0,0,0
LDHB,846,29,42,40,6,7,149,3,3,2
KCNJ8-AS1,3,0,0,0,0,0,0,0,0,0
LOC102724261,0,0,0,0,0,0,0,0,0,0
KCNJ8,26,0,2,1,0,0,2,0,0,0
ABCC9,62,2,3,3,1,1,3,0,0,0
CMAS,206,2,5,1,1,7,150,2,4,3
LOC105369690,2,0,0,0,0,0,0,0,0,0
SULT6B2P,1,0,0,1,0,0,0,0,0,0
ST8SIA1,12,1,0,0,1,0,3,0,0,1
LOC112268093,3,0,1,0,0,0,0,0,0,0
LOC105369151,4,0,0,0,0,0,2,0,0,0
C2CD5,268,3,14,6,7,3,94,2,1,0
C2CD5-AS1,0,0,0,0,0,0,0,0,0,0
ETNK1-DT,0,0,0,0,0,0,0,0,0,0
ETNK1,677,14,24,14,5,8,145,2,1,1
LINC02955,27,1,0,0,0,0,0,0,0,0
SOX5,14,1,1,0,4,0,3,1,0,0
LOC105369697,0,0,0,0,0,0,0,0,0,0
MIR920,0,0,0,0,0,0,0,0,0,0
SOX5-AS1,0,0,0,0,0,0,0,0,0,0
LINC00477,0,0,2,0,0,0,0,0,0,0
LOC105369698,0,0,0,0,0,0,0,0,0,0
LOC124902897,0,0,0,0,0,0,0,0,0,0
BCAT1,278,47,35,155,21,0,31,0,0,0
BCAT1-AS1,1,2,0,0,1,0,0,0,0,0
LOC124902898,2,0,0,1,0,0,0,0,0,0
BCAT1-DT,0,0,0,0,0,0,0,0,0,0
LINC02909,3,0,0,1,0,1,9,0,0,0
IRAG2,3,0,0,1,0,0,12,0,1,0
DNAI7,0,0,0,0,0,0,0,0,0,0
ETFRF1,128,1,0,4,3,2,41,1,1,0
KRAS,638,14,41,23,10,20,452,5,13,7
LOC124902899,3,0,0,1,0,1,0,0,0,0
LOC105369701,0,0,0,0,0,0,0,0,0,0
LOC124902900,0,0,0,0,0,0,0,0,0,0
LMNTD1,4,0,0,0,0,0,0,0,0,0
MIR4302,0,0,0,0,0,0,0,0,0,0
RASSF8-AS1,6,0,0,0,0,0,0,0,0,0
RASSF8,306,6,12,4,2,1,10,0,0,0
LOC107984501,0,0,0,0,0,0,0,0,0,0
LOC124902901,0,0,0,0,0,0,0,0,0,0
BHLHE41,158,0,3,0,7,0,6,0,0,0
SSPN,271,2,3,0,5,1,11,0,1,0
SSPN-AS1,77,1,2,0,0,1,2,0,0,0
LOC105369705,0,0,0,0,0,0,0,0,0,0
LOC105369704,0,0,0,0,0,0,0,0,0,0
ITPR2-AS2,1,0,0,0,0,0,0,0,0,0
LOC107984482,1,0,0,0,0,0,0,0,0,0
ITPR2,134,4,8,8,5,9,161,6,5,1
LOC124902903,0,0,0,0,0,0,0,0,0,0
LOC124902902,0,0,0,0,1,0,0,0,0,0
INTS13,157,0,4,8,2,2,31,0,1,0
FGFR1OP2,110,1,4,5,4,0,31,1,0,0
TM7SF3,837,14,11,13,8,6,254,5,3,3
MED21,351,2,4,7,6,3,118,2,2,1
C12orf71,0,0,0,0,0,0,0,0,0,0
STK38L,713,17,24,16,5,7,275,3,5,4
LOC124902905,4,1,0,0,0,0,0,0,0,0
LOC124902906,3,0,0,0,0,0,0,0,0,0
BMAL2,646,15,18,19,6,17,773,16,20,8
BMAL2-AS1,14,2,1,0,0,0,26,1,1,1
SMCO2,94,2,2,8,1,1,90,2,1,0
PPFIBP1,393,7,18,7,8,3,64,4,0,0
MRPS35-DT,2,0,1,0,0,0,1,0,0,0
REP15,5,1,0,0,0,0,0,0,0,0
MRPS35,435,6,12,16,3,10,233,4,1,2
MANSC4,104,0,0,0,0,0,0,0,0,0
KLHL42,283,2,9,1,1,0,13,0,0,0
LOC105369709,0,0,0,0,0,0,0,0,0,0
PTHLH,2427,25,9,34,15,1,17,0,0,0
LOC105369710,4,0,0,0,0,0,0,0,0,0
LOC107984462,2,0,0,0,0,0,0,0,0,0
LOC729291,34,0,0,0,1,0,4,0,1,0
CCDC91,405,6,12,10,4,1,77,3,1,0
LOC105369711,0,0,0,0,0,0,0,0,0,0
LOC124902907,0,0,0,0,0,0,0,0,0,0
LOC101928735,0,0,0,0,0,0,0,0,0,0
LOC124902908,2,0,0,0,0,0,0,0,0,0
FAR2,43,0,0,0,1,0,8,1,0,0
FAR2-AS1,7,0,1,0,1,0,1,0,0,0
ERGIC2,398,10,25,15,5,6,150,3,2,2
OVCH1-AS1,1,0,0,0,0,0,1,0,0,0
OVCH1,0,0,0,0,0,0,0,0,0,0
TMTC1,93,10,7,0,3,0,2,0,0,1
LOC105369714,0,0,0,0,0,0,0,0,0,0
LOC124902909,0,0,0,0,0,0,0,0,0,0
LOC105369715,0,0,0,0,0,0,0,0,0,0
LOC105369716,0,0,0,0,0,0,0,0,0,0
LINC02386,0,0,0,0,0,0,0,0,0,0
LOC105369718,0,0,0,0,0,0,0,0,0,0
LOC105369719,0,0,0,0,0,0,2,0,0,0
IPO8,403,13,10,7,17,4,106,6,1,1
CAPRIN2,62,5,2,1,0,1,18,0,0,0
LOC645485,0,0,0,0,0,0,0,0,0,0
LINC00941,1,1,0,1,0,0,0,0,0,0
LOC107984476,0,0,0,0,0,0,0,0,0,0
LOC124902911,0,0,0,0,0,0,0,0,0,0
TSPAN11,12,1,1,1,0,1,1,0,0,0
TSPAN11-AS1,0,0,0,1,0,0,0,0,0,0
DDX11-AS1,2,0,1,0,0,0,0,0,0,0
DDX11,31,0,1,0,1,0,4,0,0,0
OVOS2P,10,0,0,0,3,0,0,0,0,0
LOC124902912,3,0,0,0,1,0,0,0,0,0
SINHCAF,246,8,12,13,3,3,67,3,1,0
FLJ13224,1,0,0,0,0,0,0,0,0,0
LINC02387,0,0,0,0,0,0,0,0,0,0
LOC124903091,0,0,0,0,0,0,0,0,0,0
DENND5B,24,4,6,0,0,0,3,0,0,0
LOC124903111,0,0,0,0,0,0,0,0,0,0
DENND5B-AS1,5,0,1,0,0,0,6,0,0,0
LOC124902913,0,0,0,0,0,0,0,0,0,0
ETFBKMT,60,0,1,2,2,1,18,1,1,0
AMN1,66,3,4,1,1,1,16,0,1,0
LOC105369722,0,0,0,0,0,0,0,0,0,0
AMN1-AS1,11,0,0,0,0,0,18,0,1,0
LOC105369724,1,0,0,0,0,0,3,0,0,1
LOC107984470,0,0,0,0,0,0,0,0,0,0
H3-5,186,12,15,15,4,16,442,8,10,4
LINC02422,0,0,0,0,0,0,0,0,0,0
LOC105369725,2,0,0,0,0,0,0,0,0,0
RESF1,359,10,15,29,18,8,269,0,3,2
BICD1-AS1,7,0,0,0,0,0,0,0,0,0
BICD1,118,5,2,0,3,0,10,0,0,0
FGD4,182,4,4,8,5,2,197,5,3,1
LOC124902914,0,0,0,0,0,0,0,0,0,0
DNM1L,278,21,22,22,10,11,229,5,3,5
YARS2,38,3,3,3,5,1,50,0,0,1
PKP2,19,4,1,1,0,2,5,0,0,0
SYT10,0,0,0,0,0,0,0,0,0,0
LOC105369726,0,0,0,0,0,0,0,0,0,0
ALG10,51,2,1,6,3,0,19,0,0,0
LOC124902915,0,0,0,0,0,0,0,0,0,0
LINC02963,0,0,0,0,0,0,0,0,0,0
LOC107984469,0,0,0,0,0,0,0,0,0,0
LOC124902916,0,0,0,0,0,0,0,0,0,0
ALG10B,114,0,6,6,4,1,28,0,0,1
LOC124902917,0,0,0,0,0,0,0,0,0,0
CPNE8,98,3,6,6,4,1,69,1,0,0
CPNE8-AS1,2,0,0,0,0,0,1,0,0,0
LOC107984484,0,0,0,0,0,0,0,0,0,0
LINC02406,0,0,0,0,0,0,0,0,0,0
KIF21A,61,4,6,2,8,12,98,0,2,1
LOC101927019,0,0,0,0,0,0,0,0,0,0
LOC124902919,0,0,0,0,0,0,0,0,0,0
ABCD2,0,0,0,0,0,0,7,0,0,0
LOC124902918,0,0,0,0,0,0,0,0,0,0
REDIC1,0,0,0,0,0,0,2,0,0,0
SLC2A13,35,2,2,2,4,2,43,3,0,2
LOC124900327,0,0,0,0,0,0,0,0,0,0
LOC112268095,0,0,0,0,0,0,0,0,0,0
LRRK2-DT,0,0,0,0,0,0,4,0,0,0
LINC02471,0,0,0,0,0,0,17,0,0,0
LOC105369735,0,0,0,0,0,0,2,0,0,0
LINC01779,0,0,0,0,0,0,2,0,0,0
LRRK2,28,2,3,0,2,4,105,0,0,2
LOC105369736,0,0,0,0,0,0,0,0,0,0
MUC19,0,0,0,0,0,0,0,0,0,0
CNTN1,264,8,13,32,1,2,53,0,0,0
LOC124903069,0,0,0,0,0,0,0,0,0,0
PDZRN4,5,0,0,0,0,0,0,0,0,0
PDZRN4-AS1,0,0,0,0,0,0,0,0,0,0
LOC107984498,1,0,0,0,0,0,0,0,0,0
LINC02400,0,0,0,0,0,0,0,0,0,0
LOC105378247,0,0,0,0,0,0,0,0,0,0
GXYLT1,45,4,3,2,6,1,27,1,2,0
YAF2,83,3,2,1,5,0,69,0,0,1
LOC124902920,0,0,0,0,0,0,0,0,0,0
LOC124902921,0,0,0,0,0,0,0,0,0,0
ZCRB1,70,5,4,3,17,2,49,1,1,2
MIR7851,0,0,0,0,0,0,0,0,0,0
PPHLN1,69,0,3,5,6,0,27,0,1,0
PRICKLE1,35,1,0,0,1,0,0,0,0,0
LINC02402,0,0,0,0,0,0,0,0,0,0
LINC02451,0,0,0,0,0,0,0,0,0,0
LINC02450,2,0,0,0,0,0,0,0,0,0
LINC02461,0,0,0,0,0,0,0,0,0,0
ADAMTS20,4,0,1,0,0,0,0,0,0,0
PUS7L,108,3,3,8,8,0,88,0,0,1
IRAK4,90,5,8,6,5,9,236,3,6,2
TWF1,272,28,17,33,18,14,764,11,12,5
TMEM117,51,8,5,10,2,4,94,2,4,1
LOC124902922,5,0,0,0,0,0,2,0,0,0
NELL2,147,14,2,9,31,0,9,0,0,0
DBX2,0,0,0,0,2,0,1,0,0,0
LOC105369742,0,0,0,0,0,0,0,0,0,0
DBX2-AS1,0,0,0,0,0,0,0,0,0,0
RACGAP1P1,7,1,0,4,1,0,6,0,0,0
PLEKHA8P1,4,0,2,0,0,0,7,0,0,1
ANO6,403,24,25,21,13,5,166,5,3,0
LOC105369743,0,0,0,0,0,0,0,0,0,0
LOC105369744,0,0,0,0,0,0,0,0,0,0
LINC00938,32,0,3,3,7,1,37,0,1,2
ARID2,175,12,9,15,106,5,91,2,3,0
LOC105369745,1,0,0,0,2,0,2,0,0,0
SCAF11,464,22,33,46,167,18,436,7,10,7
SLC38A1,306,35,35,59,88,15,363,7,11,3
LOC105378248,2,0,0,1,0,0,0,0,0,0
SLC38A2,644,69,68,146,188,40,1189,14,23,6
SLC38A2-AS1,0,0,0,0,0,0,1,0,0,0
SLC38A4-AS1,1,0,0,0,0,0,1,0,0,0
LOC124902923,0,0,0,0,0,0,1,0,0,0
SLC38A4,6,2,1,1,0,0,11,0,0,0
LOC124902924,0,0,0,0,0,0,0,0,0,0
LOC124902925,0,0,0,0,0,0,0,0,0,0
LOC107984466,0,0,0,0,0,0,0,0,0,0
AMIGO2,34,1,0,6,3,0,6,0,1,0
PCED1B,10,2,1,1,2,0,3,1,0,0
MIR4698,0,0,0,0,0,0,0,0,0,0
PCED1B-AS1,1,0,0,0,1,0,0,0,0,0
LOC105369746,0,0,0,1,0,0,0,0,0,0
LOC105369747,0,0,0,0,0,0,0,0,0,0
LOC124900322,0,0,0,0,0,0,0,0,0,0
LINC02416,0,0,0,0,0,0,0,0,0,0
MIR4494,0,0,0,0,0,0,0,0,0,0
LINC02156,0,0,0,0,0,0,0,0,0,0
RPAP3,117,10,6,11,6,4,116,1,0,0
RPAP3-DT,2,0,0,0,0,0,0,0,0,0
ENDOU,67,0,3,1,1,20,510,14,13,9
RAPGEF3,10,0,0,3,0,1,41,1,1,0
SLC48A1,22,1,0,2,5,3,73,1,2,2
HDAC7,54,1,2,4,3,5,49,2,0,1
LOC124902926,1,0,0,0,0,0,0,0,0,0
LINC02354,1,0,0,0,0,0,0,0,0,0
VDR,184,2,2,7,6,8,125,2,2,2
TMEM106C,267,8,20,12,32,5,132,6,1,1
COL2A1,6,0,0,0,0,0,0,0,0,0
LOC105369752,0,0,0,0,0,0,0,0,0,0
LOC105369750,0,0,0,0,0,0,0,0,0,0
LOC124902927,0,0,0,0,0,0,0,0,0,0
SENP1,117,4,16,16,4,2,78,0,2,1
LOC101927180,18,0,0,1,2,1,21,0,0,0
PFKM,208,2,9,7,6,5,87,1,0,1
MIR6505,0,0,0,1,0,0,0,0,0,0
ASB8,49,3,3,7,1,4,101,1,3,0
CCDC184,1,0,0,0,0,0,1,0,0,0
LOC102725258,0,0,0,0,0,0,0,0,0,0
OR10AD1,0,0,0,0,0,0,0,0,0,0
LOC105369753,0,0,0,0,0,0,0,0,0,0
H1-7,0,0,0,0,0,0,0,0,0,0
ZNF641,56,7,7,9,0,1,38,3,0,0
C12orf54,11,0,0,0,0,0,8,0,0,0
ANP32D,1,0,0,0,0,0,1,0,0,0
OR8S1,0,0,0,0,0,0,0,0,0,0
